origin_city_name,Category,origin_store_name,Origin Lat Long,origin_loccode,destination_store_name,destination_city_name,DH Lat Long,destination_loccode,Inter/Intra Movement,Final Veh Restiction,Milk Run Pairs,Shift,OTR,MH Dock In,MH Dock Out,MH Out,TT (Primary),DH In,To be removed,DH Out,MH In,Arrival Delta,TT (secondary),Final TT,Source-Destination City Lane,Source MH-Destination City Lane,via,LHIC Distance,Freqency,"Primary 
MH Cut Off","Secondary
MH Cut Off","DH Cut off (D, D+1, D+2, D+3)",Distance (One - way),MH-DH THOR,MH-DH THOR Duplicate Key,Secondary Veh,Effective,Remarks,Planned Vehicles,"DH Out Cut off (D, D+1, D+2, D+3)","Primary 
MH In Cut Off",unique store ID,Key final,check,TT,DO,dh in,1,D,2,GH_Distance_km,GH_Travel_Time_mins
Bengaluru,Meat,BLR-Meat MH,"13.185061, 78.426622",BLR009M,BLR-YELAHANKA NEW TOWN,Bengaluru,"13.09784,77.56664",BLR019S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-Meat MH-Bengaluru,Direct,131.0,Daily,D,,D+1,125.0,BLR009M-BLR019S,1.0,1,,,,,,,BLR-Meat MHBLR-YELAHANKA NEW TOWN,FALSE,8:00:00,7:00:00 AM,,,0.0,,111.3914277,132.7978958333333
Bengaluru,Meat,BLR-Meat MH,"13.185061, 78.426622",BLR009M,BLR-Yelenahalli,Bengaluru,"12.86077262,77.61333628",BLR206S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-Meat MH-Bengaluru,Direct,124.0,Daily,D,,D+1,118.0,BLR009M-BLR206S,1.0,1,,,,,,,BLR-Meat MHBLR-Yelenahalli,FALSE,8:00:00,7:00:00 AM,,,0.0,,116.67727260000001,138.28241666666668
Bengaluru,Meat,BLR-Meat MH,"13.185061, 78.426622",BLR009M,BLR-YESHWANTPUR,Bengaluru,"13.010808,77.540878",BLR049S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-Meat MH-Bengaluru,Direct,119.0,Daily,D,,D+1,113.0,BLR009M-BLR049S,1.0,1,,,,,,,BLR-Meat MHBLR-YESHWANTPUR,FALSE,8:00:00,7:00:00 AM,,,0.0,,113.71121160000001,131.70154166666666
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Balagere SS,Bengaluru,#REF!,BLR202S,Intra,17FT_TRUCK,,,,,,,0:00:00,,,1:00:00 AM,,,,0:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,,21.0,,D,,,20.0,BLR243M-BLR202S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Balagere SS,FALSE,0:00:00,1:00:00 AM,,,0.0,,,
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-JP Nagar New,Bengaluru,"12.8942, 77.5845",BLR265S,Intra,14FT_TRUCK,,,,,,,0:00:00,,,1:00:00 AM,,,,0:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,,38.0,,D,,,36.0,BLR243M-BLR265S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-JP Nagar New,FALSE,0:00:00,1:00:00 AM,,,0.0,,30.05306115,40.4316875
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Nikoo home SS,Bengaluru,#REF!,BLR252S,Intra,20FT_TRUCK,,,,,,,0:00:00,,,1:00:00 AM,,,,0:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,,16.0,,D,,,15.0,BLR243M-BLR252S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Nikoo home SS,FALSE,0:00:00,1:00:00 AM,,,0.0,,,
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Peenya SS,Bengaluru,#REF!,BLR236S,Intra,10FT_TRUCK,,,,,,,0:00:00,,,1:00:00 AM,,,,0:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,,38.0,,D,,,37.0,BLR243M-BLR236S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Peenya SS,FALSE,0:00:00,1:00:00 AM,,,0.0,,,
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Seegehalli,Bengaluru,"13.019792,77.724615",BLR238S,Intra,14FT_TRUCK,,,,,,,0:00:00,,,1:00:00 AM,,,,0:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,,5.0,,D,,,5.0,BLR243M-BLR238S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Seegehalli,FALSE,0:00:00,1:00:00 AM,,,0.0,,4.9518052500000005,7.293541666666666
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Whitefield New,Bengaluru,"12.96902, 77.75395",BLR262S,Intra,14FT_TRUCK,,,,,,,0:00:00,,,1:00:00 AM,,,,0:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,,14.0,,D,,,14.0,BLR243M-BLR262S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Whitefield New,FALSE,0:00:00,1:00:00 AM,,,0.0,,14.807239650000001,18.796125
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR - Bhadrappa Layout,Bengaluru,"13.0475325758612,77.5783734297132",BLR042S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,28.0,,D,,D+1,26.0,BLR243M-BLR042S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR - Bhadrappa Layout,FALSE,8:00:00,7:00:00 AM,,,0.0,,23.133659850000004,33.39325
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR- Sonnenahalli New,Bengaluru,"12.9617011886488,77.4990148182513",BLR012S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,44.0,,D,,D+1,42.0,BLR243M-BLR012S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR- Sonnenahalli New,FALSE,8:00:00,7:00:00 AM,,,0.0,,33.8557632,45.18452083333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-27th Main Road,Bengaluru,"12.92066697,77.64927694",BLR181S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,31.0,,D,,D+1,29.0,BLR243M-BLR181S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-27th Main Road,FALSE,8:00:00,7:00:00 AM,,,0.0,,25.9935333,32.98472916666667
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Agrahara Road,Bengaluru,"12.931722,77.682389",BLR188S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,27.0,,D,,D+1,25.0,BLR243M-BLR188S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Agrahara Road,FALSE,8:00:00,7:00:00 AM,,,0.0,,19.6697907,28.353208333333335
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Anjanapura,Bengaluru,"12.8603494805987,77.5417184061378",BLR147S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,40.0,,D,,D+1,38.0,BLR243M-BLR147S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Anjanapura,FALSE,8:00:00,7:00:00 AM,,,0.0,,37.54107630000001,49.736354166666665
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Arekere,Bengaluru,"12.885917,77.6083204",BLR221S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,37.0,,D,,D+1,35.0,BLR243M-BLR221S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Arekere,FALSE,8:00:00,7:00:00 AM,,,0.0,,30.19983645,40.2648125
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Avalahalli Main,Bengaluru,"12.946167,77.549333",BLR228S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,31.0,,D,,D+1,30.0,BLR243M-BLR228S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Avalahalli Main,FALSE,8:00:00,7:00:00 AM,,,0.0,,27.713215950000002,37.5541875
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bagalakunte,Bengaluru,"13.06371941,77.50432545",BLR186S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,39.0,,D,,D+1,37.0,BLR243M-BLR186S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bagalakunte,FALSE,8:00:00,7:00:00 AM,,,0.0,,35.586321749999996,46.09939583333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bagalur,Bengaluru,"13.12263575,77.62344754",BLR105S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,26.0,,D,,D+1,25.0,BLR243M-BLR105S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bagalur,FALSE,8:00:00,7:00:00 AM,,,0.0,,21.55293,29.456645833333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Banashankari Network,Bengaluru,"12.9155216446346,77.5456911994927",BLR096S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,33.0,,D,,D+1,31.0,BLR243M-BLR096S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Banashankari Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,30.874004699999997,41.22868750000001
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Banjara Layout,Bengaluru,"13.03608037,77.66570773",BLR150S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,15.0,,D,,D+1,14.0,BLR243M-BLR150S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Banjara Layout,FALSE,8:00:00,7:00:00 AM,,,0.0,,11.5972941,16.127875
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BANNERGHATTA,Bengaluru,"12.87747,77.60264",BLR056S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,41.0,,D,,D+1,39.0,BLR243M-BLR056S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BANNERGHATTA,FALSE,8:00:00,7:00:00 AM,,,0.0,,31.3119156,40.60458333333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bannerghatta Network,Bengaluru,"12.86591328782,77.5962736090197",BLR025S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,35.0,,D,,D+1,33.0,BLR243M-BLR025S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bannerghatta Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,32.5934763,42.74272916666667
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bannerghatta Network 2,Bengaluru,"12.86837,77.61872",BLR061S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,40.0,,D,,D+1,38.0,BLR243M-BLR061S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bannerghatta Network 2,FALSE,8:00:00,7:00:00 AM,,,0.0,,31.438914150000002,43.10277083333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BASAVANAPURA,Bengaluru,"13.015649,77.70943",BLR085S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,9.0,,D,,D+1,9.0,BLR243M-BLR085S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BASAVANAPURA,FALSE,8:00:00,7:00:00 AM,,,0.0,,5.78028045,7.480333333333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Basavanapura Network,Bengaluru,"13.00442,77.72122",BLR063S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,12.0,,D,,D+1,11.0,BLR243M-BLR063S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Basavanapura Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,7.35687015,11.001458333333334
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BASAVANAPURA SS,Bengaluru,"13.0157507,77.70927438",BLR207S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,9.0,,D,,D+1,8.0,BLR243M-BLR207S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BASAVANAPURA SS,FALSE,8:00:00,7:00:00 AM,,,0.0,,5.7628074,7.449104166666666
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Belathur,Bengaluru,"12.9996667,77.7464722",BLR189S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,83.0,,D,,D+1,79.0,BLR243M-BLR189S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Belathur,FALSE,8:00:00,7:00:00 AM,,,0.0,,9.13379565,14.294083333333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BELLANDUR - 2,Bengaluru,"12.9191059374536,77.6969531187559",BLR084S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,27.0,,D,,D+1,26.0,BLR243M-BLR084S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BELLANDUR - 2,FALSE,8:00:00,7:00:00 AM,,,0.0,,19.92555075,28.021083333333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bellandur 6,Bengaluru,"12.92153068,77.6778849",BLR180S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,28.0,,D,,D+1,26.0,BLR243M-BLR180S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bellandur 6,FALSE,8:00:00,7:00:00 AM,,,0.0,,20.7084129,30.2201875
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bellandur new,Bengaluru,"12.9285609759997,77.6706643623103",BLR074S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,30.0,,D,,D+1,28.0,BLR243M-BLR074S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bellandur new,FALSE,8:00:00,7:00:00 AM,,,0.0,,21.904053150000003,31.993833333333335
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bellandur SS,Bengaluru,"12.9217794,77.6779325",BLR194S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,25.0,,D,,D+1,23.0,BLR243M-BLR194S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bellandur SS,FALSE,8:00:00,7:00:00 AM,,,0.0,,20.7084129,30.2201875
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bellandur-3,Bengaluru,"12.9382809698836,77.6954676998295",BLR090S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,24.0,,D,,D+1,23.0,BLR243M-BLR090S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bellandur-3,FALSE,8:00:00,7:00:00 AM,,,0.0,,17.43436485,24.98935416666667
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BELLANDUR-4,Bengaluru,"12.9488431153607,77.6866971448767",BLR095S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,25.0,,D,,D+1,24.0,BLR243M-BLR095S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BELLANDUR-4,FALSE,8:00:00,7:00:00 AM,,,0.0,,18.195364950000002,25.465270833333335
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bellandur-5,Bengaluru,"12.929433,77.704772",BLR145S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,26.0,,D,,D+1,25.0,BLR243M-BLR145S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bellandur-5,FALSE,8:00:00,7:00:00 AM,,,0.0,,19.198085550000002,27.8756875
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BEML Layout,Bengaluru,"12.91703243,77.49891252",BLR198S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,,,,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,39.0,,D,,D+1,37.0,BLR243M-BLR198S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BEML Layout,FALSE,8:00:00,7:00:00 AM,,,0.0,,34.934011350000006,48.181687499999995
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BHADRAPPA LAYOUT NETWORK,Bengaluru,"13.05902074,77.58133229",BLR028S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,29.0,,D,,D+1,28.0,BLR243M-BLR028S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BHADRAPPA LAYOUT NETWORK,FALSE,8:00:00,7:00:00 AM,,,0.0,,24.500668500000003,33.46404166666667
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Bommasandra,Bengaluru,"12.8321446,77.69085963",BLR024S,Intra,22FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,46.0,,D,,D+1,44.0,BLR243M-BLR024S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Bommasandra,FALSE,8:00:00,7:00:00 AM,,,0.0,,32.93368575,46.81485416666667
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BROOKEFIELD,Bengaluru,"12.98497,77.71066",BLR086S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,14.0,,D,,D+1,14.0,BLR243M-BLR086S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BROOKEFIELD,FALSE,8:00:00,7:00:00 AM,,,0.0,,10.668641550000002,14.614354166666669
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Brookfield Network,Bengaluru,"12.99616854,77.69103524",BLR015S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,16.0,,D,,D+1,15.0,BLR243M-BLR015S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Brookfield Network,FALSE,8:00:00,7:00:00 AM,,,0.0,,12.62612925,16.4125
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-Brookfield Network-2,Bengaluru,"12.9951836,77.7201213",BLR129S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,13.0,,D,,D+1,12.0,BLR243M-BLR129S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-Brookfield Network-2,FALSE,8:00:00,7:00:00 AM,,,0.0,,9.352299599999998,12.682458333333333
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BTM Layout Network-3,Bengaluru,"12.92504226,77.61740928",BLR117S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,26.0,,D,,D+1,25.0,BLR243M-BLR117S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BTM Layout Network-3,FALSE,8:00:00,7:00:00 AM,,,0.0,,23.50781685,29.306958333333334
Bengaluru,Meat,BLR-MEAT-MH3-YESWANTHPUR,"13.046538, 77.737437",BLR243M,BLR-BTM LAYOUT NEW,Bengaluru,"12.9266331,77.60991496",BLR036S,Intra,17FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-MEAT-MH3-YESWANTHPUR-Bengaluru,Direct,28.0,,D,,D+1,26.0,BLR243M-BLR036S,1.0,1,,,,,,,BLR-MEAT-MH3-YESWANTHPURBLR-BTM LAYOUT NEW,FALSE,8:00:00,7:00:00 AM,,,0.0,,24.854579400000002,31.036979166666665
